,UTM_X,UTM_Y,Cota
0,429241.8,4561374.9,7
1,429322.5,4568374.4,7
2,421830.0,4579081.0,7
3,423052.0,4571813.0,7
4,427529.0,4573234.0,7
5,416100.0,4570320.0,7
6,440732.9,4582984.8,7
7,421030.0,4578520.0,7
8,431064.0,4575003.0,7
9,434293.5,4572755.4,7
10,416932.0,4573376.0,7
11,423087.0,4571672.0,7
12,425930.0,4574638.0,7
13,424525.0,4576680.0,7
14,429264.9,4563374.8,7
15,416360.0,4571600.0,7
16,428209.9,4568000.6,7
17,421998.0,4573947.0,7
18,422981.0,4577261.0,7
19,432888.5,4571283.8,7
20,440824.1,4582752.0,7
21,443013.0,4577165.6,7
22,433037.5,4570536.0,7
23,423735.0,4574620.0,7
24,424295.0,4576785.0,7
25,428970.0,4575790.0,7
26,443469.1,4576001.8,7
27,423325.0,4575350.0,7
28,427110.0,4577190.0,7
29,417590.0,4573070.0,7
30,415710.0,4571850.0,7
31,427365.0,4574280.0,7
32,422754.0,4571504.0,7
33,418140.0,4573860.0,7
34,417980.0,4573350.0,7
35,418445.0,4568327.0,7
36,420020.0,4576230.0,7
37,418170.0,4573730.0,7
38,424345.0,4572270.0,7
39,421266.0,4575354.0,7
40,423100.0,4574868.0,7
41,433071.0,4566258.1,7
42,430006.7,4572171.1,7
43,442101.0,4579493.3,7
44,422903.0,4571730.0,7
45,440003.2,4584847.0,7
46,415731.3,4562044.4,7
47,431079.6,4574090.2,7
48,427860.0,4577489.0,7
49,418320.0,4573930.0,7
50,425694.0,4576190.0,7
51,419690.0,4571790.0,7
52,421718.0,4578992.0,7
53,424353.0,4572813.0,7
54,427369.0,4579475.0,7
55,423296.0,4573485.0,7
56,422923.0,4571653.0,7
57,423480.0,4575390.0,7
58,426600.0,4578750.0,7
59,421100.0,4575290.0,7
60,421856.0,4578989.0,7
61,426053.9,4570363.2,7
62,430411.0,4573665.0,7
63,423753.0,4571621.0,7
64,422210.0,4577760.0,7
65,421727.0,4578420.0,7
66,429680.0,4577140.0,7
67,429342.6,4570124.3,7
68,422481.0,4574211.0,7
69,420910.0,4573350.0,7
70,442283.4,4579027.7,7
71,429739.0,4572845.0,7
72,422916.0,4572162.0,7
73,441553.7,4580889.9,7
74,423950.0,4575945.0,7
75,416650.0,4572030.0,7
76,423115.0,4570650.0,7
77,444016.3,4574605.1,7
78,429259.1,4562874.8,7
79,432037.3,4569850.2,7
80,426648.9,4567490.3,7
81,425386.0,4575943.0,7
82,427285.0,4578354.0,7
83,423237.6,4563718.8,7
84,421470.0,4576670.0,7
85,423135.0,4570655.0,7
86,422410.0,4571410.0,7
87,429279.3,4564624.7,7
88,418780.0,4580200.0,7
89,436319.8,4575433.5,7
90,421320.0,4579480.0,7
91,424560.0,4580950.0,7
92,420497.0,4578271.0,7
93,422435.9,4566232.7,7
94,428312.0,4576948.0,7
95,420760.0,4573150.0,7
96,422755.0,4571300.0,7
97,426814.0,4574243.0,7
98,439912.0,4585079.7,7
99,421186.0,4578600.0,7
100,423960.0,4576390.0,7
101,423970.0,4574448.0,7
102,422263.0,4572006.0,7
103,421020.0,4577930.0,7
104,426945.0,4577570.0,7
105,428476.7,4570007.1,7
106,426538.0,4572627.0,7
107,441827.3,4580191.6,7
108,441097.7,4582053.7,7
109,427548.0,4579208.0,7
110,429296.6,4566124.6,7
111,420090.0,4571570.0,7
112,417470.0,4573130.0,7
113,442830.6,4577631.1,7
114,419960.0,4569520.0,7
115,443377.9,4576234.5,7
116,421651.0,4579184.0,7
117,417160.0,4568870.0,7
118,426232.0,4576861.0,7
119,442009.8,4579726.1,7
120,429267.8,4563624.7,7
121,429097.0,4572047.0,7
122,426319.104,4572818.387,7
123,429729.6,4568564.8,7
124,418660.0,4581810.0,7
125,427097.0,4573013.0,7
126,421720.0,4574700.0,7
127,420780.0,4578410.0,7
128,426233.0,4574875.0,7
129,430865.0,4576161.0,7
130,420923.0,4578477.0,7
131,421789.0,4579028.0,7
132,419770.0,4572280.0,7
133,429336.9,4569624.3,7
134,441736.1,4580424.4,7
135,423080.0,4575395.0,7
136,433984.0,4572536.3,7
137,425660.0,4576020.0,7
138,430364.0,4573700.0,7
139,423203.0,4571530.0,7
140,427710.0,4576110.0,7
141,425104.3,4568570.4,7
142,424788.0,4573210.0,7
143,423780.0,4577060.0,7
144,422980.0,4575420.0,7
145,427080.0,4577120.0,7
146,444289.9,4573906.8,7
147,422950.0,4575425.0,7
148,420710.0,4578490.0,7
149,438999.9,4587407.4,7
150,426694.0,4576895.0,7
151,437797.0,4577139.2,7
152,430386.0,4573696.0,7
153,415870.0,4571540.0,7
154,427699.5,4568559.9,7
155,425005.0,4575935.0,7
156,426627.0,4572313.0,7
157,425436.0,4571444.0,7
158,422270.0,4573050.0,7
159,420750.0,4578400.0,7
160,426940.0,4577090.0,7
161,427371.0,4577533.0,7
162,424270.0,4575095.0,7
163,441918.6,4579958.8,7
164,427290.0,4577190.0,7
165,424137.0,4574565.0,7
166,425287.0,4571339.0,7
167,421141.0,4576848.0,7
168,423800.0,4576210.0,7
169,439547.2,4586010.8,7
170,427850.0,4578470.0,7
171,423570.0,4575775.0,7
172,422360.0,4571506.0,7
173,423930.0,4571090.0,7
174,429345.5,4570374.3,7
175,421871.0,4579182.0,7
176,431165.1,4569169.9,7
177,443560.3,4575769.0,7
178,429276.4,4564374.7,7
179,425160.0,4571230.0,7
180,423170.0,4575270.0,7
181,421430.0,4571330.0,7
182,424038.5,4561212.2,7
183,425350.0,4573880.0,7
184,429247.6,4561874.9,7
185,430470.2,4568891.8,7
186,432849.2,4577857.5,7
187,421606.0,4578734.0,7
188,420110.0,4578480.0,7
189,423350.0,4575740.0,7
190,429253.4,4562374.8,7
191,415930.0,4571680.0,7
192,426947.0,4573664.0,7
193,420710.0,4573120.0,7
194,429316.7,4567874.5,7
195,426865.0,4573878.0,7
196,425000.0,4575060.0,7
197,434312.6,4577645.0,7
198,443104.25,4576932.8,7
199,427570.0,4579170.0,7
200,420680.0,4573860.0,7
201,423682.0,4571239.0,7
202,415170.0,4571030.0,7
203,428075.0,4576035.0,7
204,429293.7,4565874.6,7
205,416685.8,4561945.0,7
206,427239.0,4572938.0,7
207,423640.0,4576117.0,7
208,416595.2,4566632.2,7
209,423215.0,4574760.0,7
210,415374.0,4570042.0,7
211,424500.0,4577640.0,7
212,423327.0,4571276.0,7
213,422597.0,4572114.0,7
214,440641.7,4583217.6,7
215,417990.1,4561949.1,7
216,424113.3,4569862.7,7
217,422527.0,4573196.0,7
218,428152.5,4564595.4,7
219,422713.0,4571260.0,7
220,427911.0,4576350.0,7
221,423380.0,4574540.0,7
222,429094.0,4572092.0,7
223,418250.0,4574060.0,7
224,426068.0,4567170.2,7
225,422000.0,4570030.0,7
226,423100.0,4570470.0,7
227,422106.6,4563063.8,7
228,427327.0,4577848.0,7
229,417330.0,4572900.0,7
230,426775.0,4579614.0,7
231,440368.0,4583915.9,7
232,415442.0,4570135.0,7
233,440276.8,4584148.6,7
234,422732.0,4571480.0,7
235,418523.7,4567130.1,7
236,429302.3,4566624.5,7
237,427520.0,4578010.0,7
238,416766.3,4567679.9,7
239,431023.0,4575006.0,7
240,416307.5,4564871.0,7
241,427271.3,4571011.2,7
242,428340.0,4578710.0,7
243,431750.5,4573811.5,7
244,415290.0,4568820.0,7
245,428621.973,4575032.608,7
246,435918.9,4577158.4,7
247,427697.0,4579247.0,7
248,426750.0,4576920.0,7
249,443742.7,4575303.4,7
250,429234.2,4562625.1,7
251,425365.291,4575285.748,7
252,425906.9,4567523.7,7
253,423005.0,4575295.0,7
254,442374.6,4578795.0,7
255,443833.9,4575070.7,7
256,436552.8,4577984.3,7
257,424250.0,4576260.0,7
258,428580.0,4577900.0,7
259,429331.1,4569124.4,7
260,418762.0,4563503.3,7
261,422791.0,4574405.0,7
262,419370.0,4571700.0,7
263,426040.0,4576360.0,7
264,414500.1,4561804.0,7
265,420745.0,4573171.0,7
266,418858.5,4562035.0,7
267,415204.0,4570091.0,7
268,429308.1,4567124.5,7
269,428454.0,4574508.0,7
270,440185.6,4584381.4,7
271,429239.0,4561124.9,7
272,423900.0,4571411.0,7
273,428209.0,4579026.0,7
274,442192.2,4579260.5,7
275,424985.0,4575950.0,7
276,419978.5,4562214.0,7
277,428293.4,4568066.2,7
278,419610.0,4575630.0,7
279,435859.8,4574204.0,7
280,416892.1,4568450.4,7
281,418230.0,4573830.0,7
282,420644.0,4574584.0,7
283,422520.0,4575007.0,7
284,417980.0,4570110.0,7
285,420520.0,4569920.0,7
286,428605.0,4577915.0,7
287,427176.0,4573608.0,7
288,429319.6,4568124.4,7
289,416350.0,4571810.0,7
290,416677.2,4567134.5,7
291,422518.0,4571644.0,7
292,443195.5,4576700.1,7
293,425097.0,4574829.0,7
294,425410.0,4576080.0,7
295,419570.0,4580410.0,7
296,420460.0,4578240.0,7
297,422525.0,4573983.0,7
298,428540.0,4574520.0,7
299,423177.0,4575001.0,7
300,421547.0,4576553.0,7
301,419160.5,4562071.0,7
302,428953.6,4568277.9,7
303,421744.0,4579205.0,7
304,422500.0,4573181.0,7
305,425823.609,4572591.695,7
306,426570.0,4572140.0,7
307,426735.7,4566443.0,7
308,426950.0,4576800.0,7
309,421828.5,4568135.3,7
310,436079.2,4576568.7,7
311,435814.4,4574714.5,7
312,416960.0,4571500.0,7
313,423805.0,4576250.0,7
314,427640.0,4573100.0,7
315,439091.2,4587174.7,7
316,430073.7,4568716.7,7
317,423095.0,4575565.0,7
318,422740.0,4570660.0,7
319,421160.0,4578610.0,7
320,429325.4,4568624.4,7
321,423340.0,4575750.0,7
322,420710.0,4578410.0,7
323,421850.0,4578270.0,7
324,422024.0,4578068.0,7
325,435651.1,4577450.7,7
326,425703.0,4576202.0,7
327,422652.0,4571459.0,7
328,425210.0,4579140.0,7
329,423795.0,4575665.0,7
330,426800.0,4577000.0,7
331,422250.0,4577980.0,7
332,423020.0,4575525.0,7
333,422090.0,4571301.0,7
334,426512.0,4574107.0,7
335,430868.0,4576114.0,7
336,427790.0,4571844.0,7
337,427532.8,4567889.7,7
338,426556.0,4579775.0,7
339,425506.0,4571465.0,7
340,421024.3,4563729.8,7
341,431667.3,4578029.1,7
342,420070.0,4581230.0,7
343,424762.8,4565303.7,7
344,419880.0,4580670.0,7
345,425970.0,4580468.0,7
346,427100.0,4577660.0,7
347,426825.0,4575744.0,7
348,427390.0,4573539.0,7
349,425961.0,4576731.0,7
350,428690.0,4574580.0,7
351,420510.0,4578240.0,7
352,441006.5,4582286.5,7
353,423018.0,4574818.0,7
354,423240.0,4570730.0,7
355,426824.29,4575743.104,7
356,427841.0,4578673.0,7
357,423110.0,4570700.0,7
358,425240.0,4577455.0,7
359,427150.0,4578020.0,7
360,429328.2,4568874.4,7
361,422321.5,4566590.9,7
362,437385.6,4571471.3,7
363,424365.0,4576703.0,7
364,416881.0,4571826.0,7
365,439638.4,4585778.0,7
366,420470.0,4578270.0,7
367,425680.0,4575530.0,7
368,424575.0,4575600.0,7
369,418964.5,4560422.2,7
370,420633.5,4565836.4,7
371,423068.0,4571395.0,7
372,437482.0,4574250.4,7
373,422508.0,4574572.0,7
374,417800.0,4573920.0,7
375,429305.2,4566874.5,7
376,442557.0,4578329.4,7
377,427295.0,4576555.0,7
378,443925.1,4574837.9,7
379,432457.9,4570631.0,7
380,426506.0,4572212.0,7
381,429244.7,4561624.9,7
382,420340.0,4578700.0,7
383,423163.0,4575034.0,7
384,425712.0,4576223.0,7
385,422340.0,4571345.0,7
386,427748.0,4572196.0,7
387,424395.0,4575544.0,7
388,423150.0,4575500.0,7
389,424814.0,4575756.0,7
390,422970.0,4571350.0,7
391,424250.0,4576199.0,7
392,421382.3,4561799.6,7
393,421762.0,4578961.0,7
394,427150.0,4573985.0,7
395,439456.0,4586243.6,7
396,413508.0,4569413.0,7
397,433069.3,4573263.8,7
398,422440.0,4571404.0,7
399,439820.8,4585312.5,7
400,427250.0,4578358.0,7
401,422340.0,4575020.0,7
402,420400.0,4567095.0,7
403,422875.0,4574370.0,7
404,425920.0,4579280.0,7
405,421741.0,4576250.0,7
406,427250.0,4578376.0,7
407,425940.0,4576900.0,7
408,424640.0,4578330.0,7
409,428127.72,4575094.49,7
410,421774.0,4576414.0,7
411,441644.9,4580657.1,7
412,413510.0,4568960.0,7
413,415410.0,4571150.0,7
414,429282.2,4564874.7,7
415,415843.5,4562030.2,7
416,426830.0,4578930.0,7
417,427760.0,4578590.0,7
418,425590.0,4576210.0,7
419,428744.0,4575453.0,7
420,427736.0,4574050.0,7
421,418628.8,4565530.4,7
422,426018.0,4576675.0,7
423,427003.0,4573790.0,7
424,429285.0,4565124.6,7
425,426914.0,4573285.0,7
426,427624.0,4578576.0,7
427,416820.0,4572880.0,7
428,423920.0,4571080.0,7
429,443651.5,4575536.2,7
430,428607.0,4574922.0,7
431,427140.0,4577169.0,7
432,431004.0,4574940.0,7
433,423316.0,4571069.0,7
434,442648.2,4578096.7,7
435,420240.0,4580800.0,7
436,420450.0,4576490.0,7
437,416150.0,4571840.0,7
438,416955.0,4571630.0,7
439,436313.0,4576047.1,7
440,417400.0,4572920.0,7
441,440895.4,4573300.4,7
442,427050.0,4576750.0,7
443,429287.9,4565374.6,7
444,416970.0,4573830.0,7
445,422988.0,4571007.0,7
446,427210.0,4574344.0,7
447,426415.0,4580031.0,7
448,429166.0,4572059.0,7
449,424149.0,4575230.0,7
450,422643.0,4573205.0,7
451,429299.4,4566374.6,7
452,424065.0,4580875.0,7
453,429270.7,4563874.7,7
454,427800.0,4574950.0,7
455,441371.3,4581355.4,7
456,424090.0,4576340.0,7
457,426485.0,4572614.0,7
458,423505.0,4575430.0,7
459,429262.0,4563124.8,7
460,425260.0,4576600.0,7
461,424210.0,4576930.0,7
462,425819.84,4572467.883,7
463,420870.0,4578100.0,7
464,423110.0,4575245.0,7
465,421340.0,4579190.0,7
466,425620.0,4577940.0,7
467,428077.0,4578763.0,7
468,429233.2,4560624.9,7
469,424022.0,4571738.0,7
470,423180.0,4576020.0,7
471,440550.5,4583450.4,7
472,417105.0,4572710.0,7
473,425760.123,4576560.345,7
474,423690.0,4576490.0,7
475,415292.0,4570119.0,7
476,419850.0,4569390.0,7
477,420150.0,4572400.0,7
478,435256.9,4572355.3,7
479,419750.0,4569568.0,7
480,416500.0,4571440.0,7
481,428381.0,4577300.0,7
482,422717.0,4573085.0,7
483,427743.0,4572223.0,7
484,429273.5,4564124.7,7
485,426780.0,4578820.0,7
486,420560.0,4580880.0,7
487,429354.2,4571124.2,7
488,424323.0,4572848.0,7
489,423480.0,4577830.0,7
490,423347.0,4574686.0,7
491,431044.0,4575002.0,7
492,421559.0,4579062.0,7
493,423650.0,4578250.0,7
494,427965.4,4570422.7,7
495,425230.0,4576545.0,7
496,427730.0,4574095.0,7
497,429250.5,4562124.8,7
498,435269.3,4573657.1,7
499,424095.0,4576305.0,7
500,426863.0,4573872.0,7
501,429104.0,4572074.0,7
502,423160.0,4575600.0,7
503,427290.0,4576550.0,7
504,427560.0,4573540.0,7
505,442465.8,4578562.2,7
506,418960.0,4574920.0,7
507,441462.5,4581122.7,7
508,426580.0,4572180.0,7
509,420152.8,4568427.7,7
510,422865.0,4573473.0,7
511,434564.2,4573026.8,7
512,426572.0,4575650.0,7
513,429290.8,4565624.6,7
514,421170.0,4578104.0,7
515,420400.0,4578015.0,7
516,420820.0,4578080.0,7
517,423150.0,4570600.0,7
518,422442.0,4571438.0,7
519,426601.3,4569763.2,7
520,420750.0,4578420.0,7
521,421565.0,4579792.0,7
522,424664.8,4569143.5,7
523,425820.0,4576670.0,7
524,427654.0,4573304.0,7
525,422408.0,4574410.0,7
526,425336.2,4566427.9,7
527,425754.0,4576554.0,7
528,423030.0,4573270.0,7
529,440915.3,4582519.3,7
530,428261.0,4574247.0,7
531,426820.0,4576870.0,7
532,423690.0,4575680.0,7
533,430620.1,4576160.3,7
534,431024.0,4574996.0,7
535,422956.0,4571618.0,7
536,421426.0,4576555.0,7
537,421906.0,4570111.0,7
538,433377.7,4572023.8,7
539,425861.0,4577970.0,7
540,439364.8,4586476.4,7
541,415610.0,4571290.0,7
542,422870.0,4574760.0,7
543,426154.184,4572540.322,7
544,427800.0,4577945.0,7
545,443286.7,4576467.3,7
546,440094.4,4584614.2,7
547,436082.6,4577388.0,7
548,415060.0,4570850.0,7
549,422956.0,4575275.0,7
550,427515.0,4577305.0,7
551,429313.8,4567624.5,7
552,427270.0,4576580.0,7
553,424244.0,4574801.0,7
554,423483.0,4574541.0,7
555,425040.0,4575894.0,7
556,429348.4,4570624.3,7
557,423805.0,4574610.0,7
558,427120.0,4578060.0,7
559,431654.8,4571282.0,7
560,426731.0,4574056.0,7
561,415010.0,4571550.0,7
562,426840.0,4577090.0,7
563,429311.0,4567374.5,7
564,421478.0,4572530.0,7
565,423560.0,4575035.0,7
566,425065.0,4575923.0,7
567,444107.5,4574372.4,7
568,427283.0,4573513.0,7
569,439182.4,4586941.9,7
570,423705.0,4575300.0,7
571,423475.0,4575750.0,7
572,421250.0,4576073.0,7
573,429236.1,4560874.9,7
574,424999.9,4565768.6,7
575,423925.0,4571120.0,7
576,429724.1,4568993.2,7
577,425990.0,4576672.0,7
578,424250.0,4576240.0,7
579,427860.0,4578750.0,7
580,444198.7,4574139.6,7
581,422552.0,4571430.0,7
582,425921.0,4575656.0,7
583,416240.0,4571820.0,7
584,436209.0,4574832.1,7
585,424230.4,4564591.3,7
586,426838.0,4574141.0,7
587,418670.0,4581850.0,7
588,419480.0,4580740.0,7
589,423237.7,4563718.8,7
590,426740.0,4578840.0,7
591,422503.0,4571250.0,7
592,423535.3929,4572203.1329,7
593,420604.0,4573574.0,7
594,441188.9,4581821.0,7
595,426470.0,4573741.0,7
596,425609.0,4573394.0,7
597,414914.8,4562147.9,7
598,423680.0,4576510.0,7
599,419350.0,4576200.0,7
600,420750.0,4573130.0,7
601,419390.0,4574030.0,7
602,439729.6,4585545.3,7
603,421110.0,4570840.0,7
604,418220.0,4573760.0,7
605,421370.0,4578720.0,7
606,422542.0,4571860.0,7
607,422796.0,4572005.0,7
608,440459.2,4583683.1,7
609,424540.0,4577660.0,7
610,424220.0,4576230.0,7
611,432996.9,4575498.7,7
612,429733.0,4572853.0,7
613,423450.0,4574875.0,7
614,420520.0,4576590.0,7
615,429339.8,4569874.3,7
616,428450.0,4577240.0,7
617,423057.0,4574809.0,7
618,425311.0,4576090.0,7
619,421022.5,4562558.1,7
620,429351.3,4570874.3,7
621,422779.0,4571027.0,7
622,424610.0,4576555.0,7
623,424030.0,4575980.0,7
624,427787.0,4575763.0,7
625,416530.0,4572040.0,7
626,427131.0,4574146.0,7
627,417490.0,4573510.0,7
628,420234.5,4567987.4,7
629,424032.0,4574705.0,7
630,434855.6,4569555.1,7
631,437286.6,4578504.7,7
632,424636.0,4576540.0,7
633,429334.0,4569374.4,7
634,439273.6,4586709.1,7
635,442921.8,4577398.4,7
636,415390.0,4571240.0,7
637,425430.0,4575930.0,7
638,427939.0,4577559.0,7
639,427935.6,4568301.1,7
640,425389.0,4574028.0,7
641,427240.0,4577310.0,7
642,423940.0,4576320.0,7
643,424280.0,4571791.0,7
644,427156.0,4573631.0,7
645,431787.3,4575835.4,7
646,417400.0,4572300.0,7
647,427415.0,4573253.0,7
648,415980.0,4571330.0,7
649,432151.2,4571014.2,7
650,427799.0,4572025.0,7
651,423956.0,4571025.0,7
652,422584.0,4571605.0,7
653,420790.0,4581280.0,7
654,441280.1,4581588.2,7
655,421382.0,4574510.0,7
656,442739.4,4577863.9,7
657,421575.8,4568927.1,7
658,421650.0,4578620.0,7
659,430842.2,4571720.4,7
660,427155.0,4578012.0,7
